"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"416","RT @cheoleopseo: Terimakasih #AsianGames2018

Emas pertama: TAEKWONDO
Emas terakhir: SEPAK TAKRAW
Emas terbanyak: PENCAK SILAT
Ter-Viral: J…",FALSE,0,NA,2018-09-10 00:59:57,FALSE,NA,"1038955202257149952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yayangdzaa",6919,TRUE,FALSE,NA,NA
"417","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:59:53,FALSE,NA,"1038955185257607168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rohmasita24",7361,TRUE,FALSE,NA,NA
"418","RT @Ra_THORe: The biggest highlight of #AsianGames2018 is the emergence of young athletes. 

It wasn't just one of India's best evr medal h…",FALSE,0,NA,2018-09-10 00:59:31,FALSE,NA,"1038955092609646592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jeenasports",481,TRUE,FALSE,NA,NA
"419","RT @NSaina: Throwback Asian Games 2018 .... good memories #Asiangames2018 #Jakarta #bronzemedal 🥉 https://t.co/7jvPqASXA2",FALSE,0,NA,2018-09-10 00:59:02,FALSE,NA,"1038954972598026240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanjayV60656024",138,TRUE,FALSE,NA,NA
"420","RT @TwitterID: Atlet 🏸 mendominasi percakapan di linimasa Indonesia selama #AsianGames2018 berlangsung.
1. @sinisukaanthony 
2. @jonatan979…",FALSE,0,NA,2018-09-10 00:58:18,FALSE,NA,"1038954787075645440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nuruldika_",1764,TRUE,FALSE,NA,NA
"421","RT @shfly3424: Aku akan merindukanmu 🤹🏻‍♂️ #asiangames2018 #indonesia https://t.co/zxCLrW1vQ9",FALSE,0,NA,2018-09-10 00:57:58,FALSE,NA,"1038954701415313409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sfzy501",15268,TRUE,FALSE,NA,NA
"422","RT @Ra_THORe: To Never Give Up, To Never Say Never, To Never Accept Defeat; that's what makes a CHAMPION and every athlete who represented…",FALSE,0,NA,2018-09-10 00:57:51,FALSE,NA,"1038954674366361603",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manojrajput922",1218,TRUE,FALSE,NA,NA
"423","RT @IIHMHOTELSCHOOL: Our support towards the #athletes from West Bengal, 4years back and the glorious victory of @Swapna_Barman96 at the #a…",FALSE,0,NA,2018-09-10 00:57:48,FALSE,NA,"1038954660479025152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ekanshpatil_",3,TRUE,FALSE,NA,NA
"424","RT @sweetvils: SuJu representando muy bien a 🇰🇷 fue el acto más esperado y aplaudido de los #AsianGames2018 (videos y artículos corroboran…",FALSE,0,NA,2018-09-10 00:57:46,FALSE,NA,"1038954650110713856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ELF_POWER2",14,TRUE,FALSE,NA,NA
"425","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:57:03,FALSE,NA,"1038954471282208768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","real__wendy61",7361,TRUE,FALSE,NA,NA
"426","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:56:35,FALSE,NA,"1038954354143678465",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","SoffianaAffifa8",7361,TRUE,FALSE,NA,NA
"427","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:56:34,FALSE,NA,"1038954348636590080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dannysaputra",7361,TRUE,FALSE,NA,NA
"428","Amazing Closing Asian Games 2018 Jakarta Palembang Indonesia #ClosingCeremonyAsianGames2018 https://t.co/ZBBFqblMgv #AsianGames2018",FALSE,0,NA,2018-09-10 00:55:56,FALSE,NA,"1038954191719260160",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Cisitu_City",0,FALSE,FALSE,NA,NA
"429","RT @WeLoveChoiSiwon: 180902 - Indonesian badminton player greyspolii IG story update with Siwon at the #AsianGames2018 https://t.co/57MoObp…",FALSE,0,NA,2018-09-10 00:55:45,FALSE,NA,"1038954144650936320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","siwonmar",34,TRUE,FALSE,NA,NA
"430","RT @WeLoveChoiSiwon: 180902 - juliet.magdalena IG story update with Siwon, Super Junior at #AsianGames2018 https://t.co/7mygYPCdHS",FALSE,0,NA,2018-09-10 00:55:28,FALSE,NA,"1038954071561056259",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","siwonmar",30,TRUE,FALSE,NA,NA
"431","RT @rivaimuhamad: PEMBALASAN DRAWA

Di tengah upacara penutupan #asiangames2018 tiba-tiba Bhin Bhin, Atung, Kaka, dan seisi stadion digempa…",FALSE,0,NA,2018-09-10 00:55:13,FALSE,NA,"1038954008382062592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oktasn",5382,TRUE,FALSE,NA,NA
"432","RT @zainul_munas: Subhanallah..!! Puncak peringatan Hari Olahraga Nasional 2018 di Kota Ternate, sunggu luar biasa, tidak kalah menggetarka…",FALSE,0,NA,2018-09-10 00:55:04,FALSE,NA,"1038953974387204096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DDK_Gomals",36,TRUE,FALSE,NA,NA
"433","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:54:55,FALSE,NA,"1038953934516150273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anputrih",7361,TRUE,FALSE,NA,NA
"434","RT @shfly3424: makasih 💋 #asiangames2018 #indonesia #jakarta https://t.co/BZLYFBSvT1",FALSE,0,NA,2018-09-10 00:54:26,FALSE,NA,"1038953814189961216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","palenamjoon",30644,TRUE,FALSE,NA,NA
"435","RT @zainul_munas: Subhanallah..!! Puncak peringatan Hari Olahraga Nasional 2018 di Kota Ternate, sunggu luar biasa, tidak kalah menggetarka…",FALSE,0,NA,2018-09-10 00:54:10,FALSE,NA,"1038953745273380864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the2nhm",36,TRUE,FALSE,NA,NA
"436","RT @netmediatama: Ini dia salah satu penampilan yang paling dinantikan!

iKON dengan lagu ""Love Scenario"" membuat histeris penonton di GBK.…",FALSE,0,NA,2018-09-10 00:53:57,FALSE,NA,"1038953690529288192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aldikim19",20535,TRUE,FALSE,NA,NA
"437","RT @bishnoikuldeep: Was honoured to meet #AsianGames2018 Gold Medallist and pride of India #AmitPanghal and his family. I wish him best of…",FALSE,0,NA,2018-09-10 00:53:56,FALSE,NA,"1038953687719264256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khokha_kulbir",107,TRUE,FALSE,NA,NA
"438","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:53:39,FALSE,NA,"1038953617615511553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GewinnerTag6",7361,TRUE,FALSE,NA,NA
"439","RT @ashwinravi99: My Best Wishes to all the Indian Athletes at the #NontonAsianGames @asiangames2018 #AsianGames2018",FALSE,0,NA,2018-09-10 00:53:14,FALSE,NA,"1038953511021686785",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","addharpalshing5",147,TRUE,FALSE,NA,NA
"440","#MorningSpirit #PlayRequest
#IndonesiaVoice - #RumahKita @SonyMusicID 
@ournameisMAGIC - Kiss Me
@jflowrighthere… https://t.co/jOU6SP1keA",FALSE,1,NA,2018-09-10 00:53:14,TRUE,NA,"1038953510849507330",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EvellaFm",0,FALSE,FALSE,NA,NA
"441","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:53:11,FALSE,NA,"1038953496328851456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","esya8official",7361,TRUE,FALSE,NA,NA
"442","RT @Fahrihamzah: Terakhir KPK menangkap hampir semua anggota legislatif kota malang. Lalu, mempersoalkan tiket #AsianGames2018 tapi diam se…",FALSE,0,NA,2018-09-10 00:52:51,FALSE,NA,"1038953413818515456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oesoebekti",79,TRUE,FALSE,NA,NA
"443","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:52:46,FALSE,NA,"1038953394726002688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","johnkecops",7361,TRUE,FALSE,NA,NA
"444","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:52:38,FALSE,NA,"1038953359074516992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iqbalabiyoga",7361,TRUE,FALSE,NA,NA
"445","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:52:25,FALSE,NA,"1038953305425100800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","regiweking",7361,TRUE,FALSE,NA,NA
"446","@2n3nZWa9WPQBv1Z @iingwen @asiangames2018 中俄结盟？哈哈哈，天大的笑话！建议你去看看《金瓶梅》，里面8大流氓一起结为兄弟，结果西门庆一死，他的老婆和家财就被其他兄弟瓜分了！",FALSE,0,"2n3nZWa9WPQBv1Z",2018-09-10 00:52:02,FALSE,"1038079367228751873","1038953210386571264","1038058041877311488","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","weili6615",0,FALSE,FALSE,NA,NA
"447","RT @zainul_munas: Subhanallah..!! Puncak peringatan Hari Olahraga Nasional 2018 di Kota Ternate, sunggu luar biasa, tidak kalah menggetarka…",FALSE,0,NA,2018-09-10 00:52:01,FALSE,NA,"1038953205504200704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HideiaFaza",36,TRUE,FALSE,NA,NA
"448","RT @setkabgoid: Walaupun #AsianGames2018 tlh usai,perjuangan para atlet tdk akan dilupakan. Setkab ajak kamu utk menebak 5 atlet yg tlh ber…",FALSE,0,NA,2018-09-10 00:51:49,FALSE,NA,"1038953153129984000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","dwique",379,TRUE,FALSE,NA,NA
"449","@acpolytron@kemal_noerjamal411 @holcimindonesia justinbieber @official_adajos @asiangames2018 @dagelankarma… https://t.co/9tpcZBVmeV",FALSE,0,NA,2018-09-10 00:51:24,TRUE,NA,"1038953048809369600",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AnchaMr",0,FALSE,FALSE,"106.839","-6.2173"
"450","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:50:38,FALSE,NA,"1038952858157084672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eca_chandr4",7361,TRUE,FALSE,NA,NA
"451","RT @KemensetnegRI: 1. Kita baru selesai merayakan pesta olahraga #AsianGames2018 sepekan lalu. Tetapi, olahraga tidak pernah ekslusif milik…",FALSE,0,NA,2018-09-10 00:50:29,FALSE,NA,"1038952818718081024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","henpoer",3,TRUE,FALSE,NA,NA
"452","RT @asiangames2018: The #AsianGames2018 closing ceremony was a celebration of Asia's exciting stars. K-pop royalty, Super Junior, was one o…",FALSE,0,NA,2018-09-10 00:50:22,FALSE,NA,"1038952791341846528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sofianifdh",4399,TRUE,FALSE,NA,NA
"453","RT @Fahrihamzah: Terakhir KPK menangkap hampir semua anggota legislatif kota malang. Lalu, mempersoalkan tiket #AsianGames2018 tapi diam se…",FALSE,0,NA,2018-09-10 00:49:50,FALSE,NA,"1038952653802205184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","badw1fish555",79,TRUE,FALSE,NA,NA
"454","RT @PoovammaMR: Team work makes the dream work
@asiangames2018 @HimaDas8 @Ra_THORe @Nike @nikewomen @tracklife https://t.co/idPagBR7Pf",FALSE,0,NA,2018-09-10 00:48:38,FALSE,NA,"1038952354060464128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheBongGuySuvo",119,TRUE,FALSE,NA,NA
"455","RT @Ra_THORe: The biggest highlight of #AsianGames2018 is the emergence of young athletes. 

It wasn't just one of India's best evr medal h…",FALSE,0,NA,2018-09-10 00:47:31,FALSE,NA,"1038952071502880768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","bobviba",481,TRUE,FALSE,NA,NA
"456","@xudong08031 @iingwen @asiangames2018 五毛封之不可惜！",FALSE,0,"xudong08031",2018-09-10 00:46:43,FALSE,"1038881911643373569","1038951872328069120","3238506929","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","weili6615",0,FALSE,FALSE,NA,NA
"457","Saya suka video @YouTube https://t.co/uNL4qmOEuV Sayonara #AsianGames2018 dari Google Translate",FALSE,0,NA,2018-09-10 00:46:32,FALSE,NA,"1038951825435590657",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","lalusastra",0,FALSE,FALSE,NA,NA
"458","RT @asiangames2018: The #AsianGames2018 closing ceremony was a celebration of Asia's exciting stars. K-pop royalty, Super Junior, was one o…",FALSE,0,NA,2018-09-10 00:46:22,FALSE,NA,"1038951781227589632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","immobuluskyu",4399,TRUE,FALSE,NA,NA
"459","RT @Adriandhy: Terlambatnya memang cukup lumayan, saya tahu. Tapi ya masa saya nggak gambar mereka :) #Atung #Kaka #BhinBhin #AsianGames201…",FALSE,0,NA,2018-09-10 00:45:42,FALSE,NA,"1038951616869675008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YuwardiWijaya",1850,TRUE,FALSE,NA,NA
"460","RT @Fahrihamzah: Terakhir KPK menangkap hampir semua anggota legislatif kota malang. Lalu, mempersoalkan tiket #AsianGames2018 tapi diam se…",FALSE,0,NA,2018-09-10 00:44:56,FALSE,NA,"1038951424216858624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WargaJakarta6",79,TRUE,FALSE,NA,NA
"461","RT @WeLoveChoiSiwon: 180902 - juliet.magdalena IG story update with Siwon, Super Junior at #AsianGames2018 https://t.co/7mygYPCdHS",FALSE,0,NA,2018-09-10 00:44:46,FALSE,NA,"1038951381023907840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sujulabs",30,TRUE,FALSE,NA,NA
"462","RT @KemensetnegRI: 3. #AsianGames2018 dan #AsianParaGames2018 bakal mewariskan banyak hal baik untuk Indonesia. Terutama adalah masyarakat…",FALSE,0,NA,2018-09-10 00:43:43,FALSE,NA,"1038951118129192961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HideiaFaza",4,TRUE,FALSE,NA,NA
"463","RT @KemensetnegRI: 1. Kita baru selesai merayakan pesta olahraga #AsianGames2018 sepekan lalu. Tetapi, olahraga tidak pernah ekslusif milik…",FALSE,0,NA,2018-09-10 00:43:37,FALSE,NA,"1038951089649795072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HideiaFaza",3,TRUE,FALSE,NA,NA
"464","RT @Fahrihamzah: Terakhir KPK menangkap hampir semua anggota legislatif kota malang. Lalu, mempersoalkan tiket #AsianGames2018 tapi diam se…",FALSE,0,NA,2018-09-10 00:43:35,FALSE,NA,"1038951081844166656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yasmin_xy",79,TRUE,FALSE,NA,NA
"465","RT @NSaina: Throwback Asian Games 2018 .... good memories #Asiangames2018 #Jakarta #bronzemedal 🥉 https://t.co/7jvPqASXA2",FALSE,0,NA,2018-09-10 00:43:09,FALSE,NA,"1038950974847500288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pradeep52804799",138,TRUE,FALSE,NA,NA
"466","RT @NET1Indonesia: 30 MENIT LAGI!

Jangan lewatkan wawancara eksklusif @NET1Indonesia bersama Jonatan, Iqbal, Sarah dan Hanifan serta tangg…",FALSE,0,NA,2018-09-10 00:42:56,FALSE,NA,"1038950919902117888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaifulH86121497",12,TRUE,FALSE,NA,NA
"467","@asiangames2018 Kok sedih ya?",FALSE,0,"asiangames2018",2018-09-10 00:42:56,FALSE,"1038263085344018432","1038950918706712576","798814883525447680","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MasYayaak_",0,FALSE,FALSE,NA,NA
"468","RT @ditjenhorti: ini dia rahasianya, kenapa orang tua jaman dulue selalu mengomsumsi Jamur Kuping.
temukan disini ya #hortimania.
#PetaniKi…",FALSE,0,NA,2018-09-10 00:42:54,FALSE,NA,"1038950910636871680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YCerahceria",8,TRUE,FALSE,NA,NA
"469","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:42:30,FALSE,NA,"1038950808144863232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imannn_97",7361,TRUE,FALSE,NA,NA
"470","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:42:28,FALSE,NA,"1038950800867782656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yameliasyihab",7361,TRUE,FALSE,NA,NA
"471","RT @WeLoveChoiSiwon: 180902 - juliet.magdalena IG story update with Siwon, Super Junior at #AsianGames2018 https://t.co/7mygYPCdHS",FALSE,0,NA,2018-09-10 00:42:15,FALSE,NA,"1038950747046465536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LNSW94",30,TRUE,FALSE,NA,NA
"472","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:42:02,FALSE,NA,"1038950691593539584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","exodusuho",7361,TRUE,FALSE,NA,NA
"473","Momentum #AsianGames2018 bisa dijadikan spirit buat sehat dengan berolahraga ... Yuuuk capcus ga usah nunggu apapun… https://t.co/WVVeFIEdCr",FALSE,1,NA,2018-09-10 00:41:37,TRUE,NA,"1038950588380114944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adimazadi",0,FALSE,FALSE,NA,NA
"474","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:41:12,FALSE,NA,"1038950480968175616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chittamong",7361,TRUE,FALSE,NA,NA
"475","RT @zainul_munas: Subhanallah..!! Puncak peringatan Hari Olahraga Nasional 2018 di Kota Ternate, sunggu luar biasa, tidak kalah menggetarka…",FALSE,0,NA,2018-09-10 00:39:03,FALSE,NA,"1038949939831660544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","prisan_tya",36,TRUE,FALSE,NA,NA
"476","Meramaikan Asian Games 2018
Asian Fest.
.
.
#asiangames2018 #asianfestival #lightings #photographe #sport #event… https://t.co/Y2hvJDtzwx",FALSE,0,NA,2018-09-10 00:39:01,TRUE,NA,"1038949931845906432",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","licorice_dieta",0,FALSE,FALSE,"106.80315059","-6.21944223"
"477","RT @WeLoveChoiSiwon: 180902 - juliet.magdalena IG story update with Siwon, Super Junior at #AsianGames2018 https://t.co/7mygYPCdHS",FALSE,0,NA,2018-09-10 00:38:16,FALSE,NA,"1038949744607809537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ongcheong25",30,TRUE,FALSE,NA,NA
"478","RT @WeLoveChoiSiwon: 180902 - Indonesian badminton player greyspolii IG story update with Siwon at the #AsianGames2018 https://t.co/57MoObp…",FALSE,0,NA,2018-09-10 00:38:14,FALSE,NA,"1038949734663127040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gloriajunike",34,TRUE,FALSE,NA,NA
"479","RT @Fahrihamzah: Terakhir KPK menangkap hampir semua anggota legislatif kota malang. Lalu, mempersoalkan tiket #AsianGames2018 tapi diam se…",FALSE,0,NA,2018-09-10 00:38:13,FALSE,NA,"1038949730816933888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Herman15190713",79,TRUE,FALSE,NA,NA
"480","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:38:11,FALSE,NA,"1038949725548896256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sangcondro",7361,TRUE,FALSE,NA,NA
"481","RT @NSaina: Throwback Asian Games 2018 .... good memories #Asiangames2018 #Jakarta #bronzemedal 🥉 https://t.co/7jvPqASXA2",FALSE,0,NA,2018-09-10 00:37:59,FALSE,NA,"1038949671178096640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","althamash208",138,TRUE,FALSE,NA,NA
"482","RT @Adriandhy: Tadi banyak yang minta versi portrait dengan ukuran yang enak buat dijadiin background ponsel. Ini saya buatkan ya. Silakan…",FALSE,0,NA,2018-09-10 00:37:32,FALSE,NA,"1038949558816894977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pi2_gustar",515,TRUE,FALSE,NA,NA
"483","RT @Adriandhy: Terlambatnya memang cukup lumayan, saya tahu. Tapi ya masa saya nggak gambar mereka :) #Atung #Kaka #BhinBhin #AsianGames201…",FALSE,0,NA,2018-09-10 00:37:12,FALSE,NA,"1038949477355155456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pi2_gustar",1850,TRUE,FALSE,NA,NA
"484","#jokowi #jkw2p #jokowi2periode #perkuatbarisan #ulamaindonesia #MUI #pesonaindonesia #ulama4jkw2019… https://t.co/Lt39CzOskA",FALSE,0,NA,2018-09-10 00:37:04,TRUE,NA,"1038949443947511809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Situkadarah",0,FALSE,FALSE,NA,NA
"485","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:36:35,FALSE,NA,"1038949322367225856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andinlu13",7361,TRUE,FALSE,NA,NA
"486","RT @asiangames2018: Thank you for making #AsianGames2018 a big blast. This wouldn't have been possible without you. This is not a goodbye;…",FALSE,0,NA,2018-09-10 00:35:26,FALSE,NA,"1038949029617364992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","farizarmd",910,TRUE,FALSE,NA,NA
"487","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:35:23,FALSE,NA,"1038949020004020225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","farizarmd",7361,TRUE,FALSE,NA,NA
"488","Siaran Pagi #LagiMuter  #Azmi - Pernah @IndoSemarSakti Announcer @ginanjarwisnu89 
Music Director @ginanjarwisnu89… https://t.co/BUy3DiaUXZ",FALSE,0,NA,2018-09-10 00:35:09,TRUE,NA,"1038948961107623937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SerangRadio",0,FALSE,FALSE,NA,NA
"489","#jokowi #jkw2p #jokowi2periode #perkuatbarisan #ulamaindonesia #MUI #pesonaindonesia #ulama4jkw2019… https://t.co/bX4gGOnjLc",FALSE,0,NA,2018-09-10 00:34:59,TRUE,NA,"1038948916664750080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Situkadarah",0,FALSE,FALSE,NA,NA
"490","RT @asiangames2018: It's time to turn off the screens; close the door; dim the lights, and move towards a new day. It's been an eventful tw…",FALSE,0,NA,2018-09-10 00:34:30,FALSE,NA,"1038948797714317313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IntanChandrani",7361,TRUE,FALSE,NA,NA
"491","#jokowi #jkw2p #jokowi2periode #perkuatbarisan #ulamaindonesia #MUI #pesonaindonesia #ulama4jkw2019… https://t.co/Pv10SDjBEY",FALSE,0,NA,2018-09-10 00:34:23,TRUE,NA,"1038948766718410752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Situkadarah",0,FALSE,FALSE,NA,NA
"492","RT @LooWeeLooLoo: #FIFA19 #AVFC #DramaAlert #SpiderManPS4
#val2018
#NFLSunday
#RoshHashanah
#AsianGames2018
https://t.co/E30Ko0oNf1",FALSE,0,NA,2018-09-10 00:34:03,FALSE,NA,"1038948685386866688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LooWeeLooLoo",1,TRUE,FALSE,NA,NA
"493","#jokowi #jkw2p #jokowi2periode #perkuatbarisan #ulamaindonesia #MUI #pesonaindonesia #ulama4jkw2019… https://t.co/zzcBkRCCmz",FALSE,0,NA,2018-09-10 00:33:51,TRUE,NA,"1038948632622333953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Situkadarah",0,FALSE,FALSE,NA,NA
